source_page,source_url,page_key,block_index,section,subsection,tag,text,links_json
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,10,,,p,"Une élection triangulaire désigne les cas où trois candidats peuvent se maintenir et le font , avec 12,5% des inscrits. Les sondeurs en ont d'abord prévu plus d'une centaine puis jusqu'à 250, la participation étant prévue de plus haut au cours de la campagne électorale jusqu'à « au plus haut depuis 25 ans » [ 21 ] ce qui accroît « mécaniquement » leur nombre [ 22 ] , la clé du vote se trouvant alors « peut-être dans le nombre de désistements, même en cas de triangulaires théoriques » [ 23 ] . Les « figures du Nouveau Front populaire » y ont appelé dans les cas de victoire potentielle du RN [ 23 ] . L'avant-veille du scrutin, Brice Teinturier , d'IPSOS, avertissait que cette plus forte participation peut produire des élus de premier tour, à un niveau inconnu ""depuis longtemps"" [ 24 ] , mais aussi ""jusqu'à environ 250 triangulaires"" [ 22 ] soit un nouveau record [ 25 ] , dépassant celui de 1997 [ 25 ] . Le moindre nombre de candidatures qu'en 2022 contribue au pronostic de triangulaires [ 7 ] .","[{""label"": ""élection triangulaire"", ""url"": ""https://fr.wikipedia.org/wiki/Configurations_de_second_tour""}, {""label"": ""peuvent se maintenir et le font"", ""url"": ""https://fr.wikipedia.org/wiki/%C3%89lection_triangulaire""}, {""label"": ""triangulaires théoriques"", ""url"": ""https://fr.wikipedia.org/wiki/Configurations_de_second_tour""}, {""label"": ""Nouveau Front populaire"", ""url"": ""https://fr.wikipedia.org/wiki/Nouveau_Front_populaire""}, {""label"": ""Brice Teinturier"", ""url"": ""https://fr.wikipedia.org/wiki/Brice_Teinturier""}]"
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,11,,,p,"Une centaine de triangulaires théoriques avaient émergé aux législatives de 1997 , avant des accords d'entre-deux-tours [ 26 ] les ramenant à 79 triangulaires, dont 76 avec le Front national [ 26 ] . C'était 8 en 2022, une en 2017, 34 en 2012 [ 27 ] et 41 en 2002 [ 25 ] . Selon Odoxa, dans un contexte de crise aiguë causée par l'alliance Ciotti-RN et de sondages médiocres pour le parti du président, il y a 120 à 170 triangulaires à prévoir [ 28 ] , rendant les projections périlleuses et permettant au RN de « bénéficier de la division des électeurs qui ne veulent pas » de l'extrême droite au pouvoir [ 29 ] .","[{""label"": ""triangulaires théoriques"", ""url"": ""https://fr.wikipedia.org/wiki/Configurations_de_second_tour""}, {""label"": ""législatives de 1997"", ""url"": ""https://fr.wikipedia.org/wiki/%C3%89lections_l%C3%A9gislatives_fran%C3%A7aises_de_1997""}, {""label"": ""crise aiguë causée par l'alliance Ciotti-RN"", ""url"": ""https://fr.wikipedia.org/wiki/Crise_de_2024_au_parti_Les_R%C3%A9publicains""}]"
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,12,,,p,"Les résultats du premier tour entraînent un nombre inédit de 306 triangulaires et 5 quadrangulaires avant désistement. Après désistement des candidats dont la quasi totalité contre le Rassemblement national, il subsiste 89 triangulaires et 2 quadrangulaires [ 30 ] .","[{""label"": ""quadrangulaires"", ""url"": ""https://fr.wikipedia.org/wiki/Configurations_de_second_tour""}]"
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,13,,,p,"Au soir du scrutin, la « plupart des médias » donnent les pourcentages nationaux obtenus non par des sondages mais via des « estimations » fondées sur les « 200 premiers bulletins dépouillés » [ 31 ] d’un « nombre défini de bureaux » de vote jugés représentatifs [ 31 ] , près de 600 bureaux pour l'IFOP [ 31 ] , mis avec une grande part de bureaux hors agglomérations en raison des délais de dépouillement et vérifications [ 31 ] dont les 2 ⁄ 3 ont fermé à 18 heures, 5 % à 10 % à 19 heures et le reste, 20 % à 25 % à 20 heures [ 31 ] .",[]
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,14,,,dl,Premier tour,[]
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,15,,,dl,Second tour,[]
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,16,,,dl,Premier tour,[]
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,17,,,dl,Second tour,[]
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,18,,,dl,Premier tour,[]
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,19,,,dl,Second tour,[]
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,20,,,dl,Premier tour,[]
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,21,,,dl,Second tour,[]
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,22,,,p,Second tour,[]
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,23,,,p,"La question posée est : « En cas de duel entre un candidat du Front populaire et un candidat du Rassemblement national dans votre circonscription, vous préférez… ? »",[]
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,24,,,p,"La question posée est : « En cas de duel entre un candidat de la Majorité présidentielle et un candidat du Rassemblement national dans votre circonscription, vous souhaitez… ? »",[]
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,25,,,p,"Les projections en sièges sont beaucoup moins fiables et beaucoup plus fragiles que celles en pourcentage de voix, notamment à cause des triangulaires, qui ne sont pas connues avant le 2 juillet 2024 [ 34 ] .",[]
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,26,,,p,"Deux projections, par Mediapart et Le Figaro , menées à partir des résultats des récentes élections européennes du 9 juin 2024 , montrent le RN en tête dans 457 d'entre elles (près de huit sur dix) [ 35 ] et au second tour des duels dans 513 circonscriptions, dont 461 (90 % d’entre eux) entre RN et gauche [ 35 ] , [ 36 ] , mais aussi 52 duels incluant Renaissance , dont 41 contre le Nouveau Front populaire et 11 contre le RN [ 36 ] .","[{""label"": ""Mediapart"", ""url"": ""https://fr.wikipedia.org/wiki/Mediapart""}, {""label"": ""Le Figaro"", ""url"": ""https://fr.wikipedia.org/wiki/Le_Figaro""}, {""label"": ""élections européennes du 9 juin 2024"", ""url"": ""https://fr.wikipedia.org/wiki/%C3%89lections_europ%C3%A9ennes_de_2024_en_France""}, {""label"": ""Renaissance"", ""url"": ""https://fr.wikipedia.org/wiki/Renaissance_(parti)""}, {""label"": ""Nouveau Front populaire"", ""url"": ""https://fr.wikipedia.org/wiki/Nouveau_Front_populaire""}, {""label"": ""RN"", ""url"": ""https://fr.wikipedia.org/wiki/Rassemblement_national""}]"
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,27,,,p,Un sondage sur la répartition des sièges par parti au sein des alliances réalisé par Ipsos les 3 et 4 juillet 2024 donne les résultats suivants [ 38 ] :,[]
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,28,,,ul,Liste de sondages sur les élections législatives françaises de 2022 Crise de 2024 au parti Les Républicains,"[{""label"": ""Liste de sondages sur les élections législatives françaises de 2022"", ""url"": ""https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2022""}, {""label"": ""Crise de 2024 au parti Les Républicains"", ""url"": ""https://fr.wikipedia.org/wiki/Crise_de_2024_au_parti_Les_R%C3%A9publicains""}]"
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,29,,,ul,Portail des probabilités et de la statistique Portail de la politique française Portail des années 2020,"[{""label"": """", ""url"": ""https://fr.wikipedia.org/wiki/Portail:Probabilit%C3%A9s_et_statistiques""}, {""label"": ""Portail des probabilités et de la statistique"", ""url"": ""https://fr.wikipedia.org/wiki/Portail:Probabilit%C3%A9s_et_statistiques""}, {""label"": """", ""url"": ""https://fr.wikipedia.org/wiki/Portail:Politique_fran%C3%A7aise""}, {""label"": ""Portail de la politique française"", ""url"": ""https://fr.wikipedia.org/wiki/Portail:Politique_fran%C3%A7aise""}, {""label"": """", ""url"": ""https://fr.wikipedia.org/wiki/Portail:Ann%C3%A9es_2020""}, {""label"": ""Portail des années 2020"", ""url"": ""https://fr.wikipedia.org/wiki/Portail:Ann%C3%A9es_2020""}]"
