source_pdf,source_sha256,page,visual_row,y_center,word_count,row_text,cell_1,cell_2,cell_3,cell_4,cell_5,cell_6,cell_7,cell_8,cell_9,cell_10,cell_11,cell_12,cell_13,cell_14
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,1,11,267.80078125,17,La plupart des sondages sont publiés accompagnés d'une présentation des intervalles de confiance à 95 %. Le,La plupart des sondages sont publiés accompagnés d'une présentation des intervalles de confiance à 95 %. Le,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,1,12,278.30078125,14,tableau résume les intervalles de confiance selon la taille de l’échantillon (ou du sous-échantillon).,tableau résume les intervalles de confiance selon la taille de l’échantillon (ou du sous-échantillon).,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,1,13,297.30078125,20,Si pour un échantillon (sous-échantillon) de 1 000 personnes le candidat reçoit 10 % (ou 90 %) pour d'intentions de,Si pour un échantillon (sous-échantillon) de 1 000 personnes le candidat reçoit 10 % (ou 90 %) pour d'intentions de,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,1,14,307.80078125,25,"vote, l'incertitude est de 3 points pour un niveau de confiance de 95 %. Il y a donc 95 % de chance que son score","vote, l'incertitude est de 3 points pour un niveau de confiance de 95 %. Il y a donc 95 % de chance que son score",,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,1,15,318.30078125,24,soit compris entre 7 et 13 % (respectivement 87 % - 93 %). La table à 95 % fournie est la plus usitée (compromis,soit compris entre 7 et 13 % (respectivement 87 % - 93 %). La table à 95 % fournie est la plus usitée (compromis,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,1,16,329.30078125,20,entre erreur et fiabilité de l'information). Il existe des tables présentant des intervalles de confiance à 90 ou 99 %,entre erreur et fiabilité de l'information). Il existe des tables présentant des intervalles de confiance à 90 ou 99 %,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,1,17,336.1893768310547,7,Intervalle de confiance à 95 % de,Intervalle de confiance à 95 % de,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,1,18,339.80078125,20,"moins souvent publiées. Elles mettent en évidence le fait que plus on veut une confiance élevée, plus on augmente la","moins souvent publiées. Elles mettent en évidence le fait que plus on veut une confiance élevée, plus on augmente la",,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,1,19,345.6893768310547,1,chance.,chance.,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,1,20,350.30078125,2,plage d'incertitude.,plage d'incertitude.,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,1,21,369.30078125,19,"En fait, l'incertitude est inférieure pour des effectifs stratifiés comme avec la méthode des quotas. À noter que la","En fait, l'incertitude est inférieure pour des effectifs stratifiés comme avec la méthode des quotas. À noter que la",,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,1,22,379.80078125,27,"base de comparaison doit être cohérente : il faut soit donner le pourcentage par rapport à l'effectif total y compris abstention, blanc et NSPP (Ne Se Prononçant","base de comparaison doit être cohérente : il faut soit donner le pourcentage par rapport à l'effectif total y compris abstention, blanc et NSPP (Ne Se Prononçant",,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,1,23,390.30078125,29,"Pas), soit N doit être limité aux intentions de vote pour un candidat quand l'on veut que la somme des scores fasse 100 % comme ci-dessous. Par exemple à","Pas), soit N doit être limité aux intentions de vote pour un candidat quand l'on veut que la somme des scores fasse 100 % comme ci-dessous. Par exemple à",,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,1,24,401.30078125,22,"25 % d'abstention, 1 000 sondés ne correspondent qu'à 750 exprimés pour un candidat, ce qui monte l'incertitude à +- 3,6 %.","25 % d'abstention, 1 000 sondés ne correspondent qu'à 750 exprimés pour un candidat, ce qui monte l'incertitude à +- 3,6 %.",,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,1,25,419.80078125,26,Remarque : La méthode des quotas empêche en réalité le calcul de l'intervalle de confiance et prive donc la publication de cet intervalle de toute justification,Remarque : La méthode des quotas empêche en réalité le calcul de l'intervalle de confiance et prive donc la publication de cet intervalle de toute justification,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,1,26,426.3406219482422,1,4,4,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,1,27,430.30078125,2,mathématique .,mathématique .,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,1,28,449.30078125,31,"Voir la référence, on trouve sur toutes les notices techniques de l'institut Ipsos, en haut de la page 3 : « Le calcul n’est justifié que pour les sondages aléatoires. Il","Voir la référence, on trouve sur toutes les notices techniques de l'institut Ipsos, en haut de la page 3 : « Le calcul n’est justifié que pour les sondages aléatoires. Il",,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,1,29,459.80078125,13,ne peut pas être déterminé dans le cas de sondages par quotas(...) ».,ne peut pas être déterminé dans le cas de sondages par quotas(...) ».,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,1,30,490.951171875,5,Sondages concernant le premier tour,Sondages concernant le premier tour,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,1,31,512.80078125,25,Ces sondages sont listés par ordre antéchronologique : les plus récents sont présentés en tête afin que les données les plus proches de l'élection soient,Ces sondages sont listés par ordre antéchronologique : les plus récents sont présentés en tête afin que les données les plus proches de l'élection soient,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,1,32,524.80078125,4,toujours présentées en premier.,toujours présentées en premier.,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,2,1,428.1893768310547,15,Régression locale des sondages publiés entre l'élection présidentielle de 2022 et l'élection présidentielle de 2027.,Régression locale des sondages publiés entre l'élection présidentielle de 2022 et l'élection présidentielle de 2027.,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,2,2,457.76548767089844,2,Année 2026,Année 2026,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,2,3,504.28125,3,Sondeur Date Échantillon,Sondeur,Date,Échantillon,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,2,4,509.7390670776367,4,b b b Dupont-,b,b,b,Dupont-,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,2,5,513.78125,11,Arthaud Mélenchon Roussel Tondelier Glucksmann Attal Philippe Villepin Retailleau Candidat Zem,Arthaud Mélenchon Roussel Tondelier,Glucksmann,Attal,Philippe Villepin Retailleau,Candidat Zem,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,2,6,517.6513366699219,2,b Aignan,b,Aignan,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,2,7,521.6184692382812,11,(LO) (LFI) (PCF) (LE) (PP) (RE) (HOR) (LFH) (LR) RN (R,(LO),(LFI),(PCF),(LE),(PP),(RE),(HOR),(LFH),(LR),RN,(R,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,2,8,525.1521911621094,1,(DLF),(DLF),,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,2,9,543.78125,1,34,34,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,2,10,547.28125,10,"0,5 13 2,5 4 9 9 14 — 8 2","0,5",13,"2,5",4,9,9,14,—,8,2,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,2,11,551.6521911621094,1,Bardella,Bardella,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,2,12,564.28125,1,34,34,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,2,13,568.28125,10,"0,5 13 3,5 4 10 — 18 2,5 9 2","0,5",13,"3,5",4,10,—,18,"2,5",9,2,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,2,14,572.1521911621094,1,Bardella,Bardella,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,2,15,584.78125,1,34,34,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,2,16,588.78125,10,"0,5 13 3 4 11 16 — 3 10 2,5","0,5",13,3,4,11,16,—,3,10,"2,5",,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,2,17,592.6521911621094,1,Bardella,Bardella,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,2,18,605.78125,3,Ifop (http 33,Ifop (http,33,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,2,19,609.28125,10,"0,5 13 3 4 11 — 19 2 9 1,5","0,5",13,3,4,11,—,19,2,9,"1,5",,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,2,20,613.5285441080729,3,s://www. Le Pen,s://www.,Le Pen,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,2,21,620.78125,1,commiss,commiss,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,2,22,629.3645833333334,12,"ion-des- 0,5 13 3 3,5 11,5 16 — 3 11,5 2 32",ion-des-,"0,5",13,3,"3,5","11,5",16,—,3,"11,5",2,32,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,2,23,634.6952107747396,3,sondage Le Pen,sondage,Le Pen,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,2,24,643.28125,1,s.fr/notic,s.fr/notic,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,2,25,646.78125,3,26-28 8 34,26-28,8,34,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,2,26,650.78125,12,"es/files/n 1 501 0,5 14 4 5 — 20 — 9 1,5",es/files/n,1 501,"0,5",14,4,5,—,20,—,9,"1,5",,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,2,27,654.559455871582,4,mai Hollande (PS) Bardella,mai,Hollande (PS),Bardella,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,2,28,658.28125,1,otices/20,otices/20,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,2,29,666.78125,3,26/mai/1 8 35,26/mai/1,8,35,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,2,30,671.48125,10,"0193-pre 1 13,5 3,5 5 18,5 — — 10 2",0193-pre,1,"13,5","3,5",5,"18,5",—,—,10,2,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,2,31,675.1521911621094,3,Hollande (PS) Bardella,Hollande (PS),Bardella,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,2,32,680.78125,1,s-ifop-le-,s-ifop-le-,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,2,33,688.03125,2,figaro-29 34,figaro-29,34,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,2,34,691.78125,10,"0,5 12,5 3 4 9 — 20 — 9 2","0,5","12,5",3,4,9,—,20,—,9,2,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,2,35,695.7167205810547,2,-mai.pdf) Bardella,-mai.pdf),Bardella,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,2,36,708.78125,2,4 35,4,35,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,2,37,712.28125,9,"0,5 13,5 6 4 — 21 — 10 2,5","0,5","13,5",6,4,—,21,—,10,"2,5",,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,2,38,716.6521911621094,3,Faure (PS) Bardella,Faure (PS),Bardella,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,2,39,729.28125,2,11 34,11,34,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,2,40,732.78125,7,"1,5 15 — 22 — 10 2,5","1,5",15,—,22,—,10,"2,5",,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,2,41,737.1521911621094,3,Hollande (PS) Bardella,Hollande (PS),Bardella,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,2,42,749.78125,2,12 33,12,33,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,2,43,753.78125,7,1 15 — 22 — 10 3,1,15,—,22,—,10,3,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,2,44,757.6521911621094,2,Glucksmann Bardella,Glucksmann,Bardella,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,2,45,770.28125,16,Harris (h 25-27 1 744 1 15 3 3 10 — 17 — 9 2 34,Harris (h 25-27,1 744,1,15,3,3,10,—,17,—,9,2,34,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,2,46,777.9048970540365,3,ttps://tol mai Bardella,ttps://tol,mai,Bardella,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,3,1,39.78125,1,unacorp,unacorp,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,3,2,48.28125,2,orate.co 34,orate.co,34,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,3,3,53.41761363636363,11,m/wp-co 1 15 4 3 11 14 — — 10 2,m/wp-co,1,15,4,3,11,14,—,—,10,2,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,3,4,57.15219688415527,1,Bardella,Bardella,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,3,5,62.28124809265137,1,ntent/upl,ntent/upl,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,3,6,69.78125,1,oads/20,oads/20,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,3,7,77.28125,2,26/05/R 31,26/05/R,31,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,3,8,81.28125,10,1 14 3 3 11 — 19 — 10 2,1,14,3,3,11,—,19,—,10,2,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,3,9,85.02854919433594,3,apport-T Le Pen,apport-T,Le Pen,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,3,10,92.28125,1,oluna-Ba,oluna-Ba,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,3,11,99.78125,1,rometre-,rometre-,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,3,12,108.82291666666667,12,Presiden 1 15 4 3 11 15 — — 11 2 32,Presiden,1,15,4,3,11,15,—,—,11,2,32,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,3,13,114.02854919433594,3,tielle-20 Le Pen,tielle-20,Le Pen,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,3,14,122.28125,1,27-Vagu,27-Vagu,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,3,15,129.78125,1,e-2-M6-,e-2-M6-,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,3,16,133.78125,1,32,32,,,,,,,,,,,,,
