source_pdf,source_sha256,page,visual_row,y_center,word_count,row_text,cell_1,cell_2,cell_3,cell_4,cell_5,cell_6,cell_7,cell_8,cell_9,cell_10,cell_11,cell_12,cell_13,cell_14,cell_15,cell_16
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,1,14,284.50155698336096,26,"En fait, l'incertitude est inférieure pour des effectifs stratitifés comme avec la méthode des quotas. À noter que la Intervalle de confiance à 95 % de","En fait, l'incertitude est inférieure pour des effectifs stratitifés comme avec la méthode des quotas. À noter que la",Intervalle de confiance à 95 % de,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,1,15,295.2002381824312,21,base de comparaison doit être cohérente : il faut soit donner le pourcentage par rapport à l'effectif total y compris chance.,base de comparaison doit être cohérente : il faut soit donner le pourcentage par rapport à l'effectif total y compris,chance.,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,1,16,305.80078125,21,"abstention, blanc et NSPP, soit N doit être limité aux intentions de vote pour un candidat quand l'on veut que la","abstention, blanc et NSPP, soit N doit être limité aux intentions de vote pour un candidat quand l'on veut que la",,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,1,17,316.80078125,19,"somme des scores fasse 100 % comme ci-dessous. Par exemple à 25 % d'abstention, 1 000 sondés ne correspondent","somme des scores fasse 100 % comme ci-dessous. Par exemple à 25 % d'abstention, 1 000 sondés ne correspondent",,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,1,18,327.30078125,14,"qu'à 750 exprimés pour un candidat, ce qui monte l'incertitude à +- 3,6 %.","qu'à 750 exprimés pour un candidat, ce qui monte l'incertitude à +- 3,6 %.",,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,1,19,345.80078125,26,Remarque : La méthode des quotas empêche en réalité le calcul de l'intervalle de confiance et prive donc la publication de cet intervalle de toute justification,Remarque : La méthode des quotas empêche en réalité le calcul de l'intervalle de confiance et prive donc la publication de cet intervalle de toute justification,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,1,20,352.3406219482422,1,3,3,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,1,21,356.30078125,2,mathématique .,mathématique .,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,2,1,41.30078125,30,"Voir la référence, on trouve sur toutes les notices techniques de l'institut Ipsos, en haut de la page 3 : ""Le calcul n’est justifié que pour les sondages aléatoires. Il","Voir la référence, on trouve sur toutes les notices techniques de l'institut Ipsos, en haut de la page 3 : ""Le calcul n’est justifié que pour les sondages aléatoires. Il",,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,1,41.30078125,12,"ne peut pas être déterminé dans le cas de sondages par quotas(...)"".","ne peut pas être déterminé dans le cas de sondages par quotas(...)"".",,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,2,72.451171875,5,Sondages concernant le premier tour,Sondages concernant le premier tour,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,3,94.30078125,25,Ces sondages sont listés par ordre antéchronologique : les plus récents sont présentés en tête afin que les données les plus proches de l'élection soient,Ces sondages sont listés par ordre antéchronologique : les plus récents sont présentés en tête afin que les données les plus proches de l'élection soient,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,4,106.30078125,4,toujours présentées en premier.,toujours présentées en premier.,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,5,133.7654800415039,11,Sondages réalisés après la publication de la liste officielle des candidats,Sondages réalisés après la publication de la liste officielle des candidats,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,6,185.78125,3,Sondeur Date Échantillon,Sondeur,Date,Échantillon,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,7,191.28125,1,Dupont-,Dupont-,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,8,195.28125,12,Arthaud Poutou Roussel Mélenchon Hidalgo Jadot Macron Pécresse Lassalle Le Pen Zemm,Arthaud Poutou Roussel Mélenchon Hidalgo Jadot Macron Pécresse Lassalle,Le Pen Zemm,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,9,198.78125,1,Aignan,Aignan,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,10,203.1521987915039,11,(LO) (NPA) (PCF) (LFI) (PS) (EELV) (LREM) (LR) (RES) (RN) (RE,(LO),(NPA),(PCF),(LFI),(PS),(EELV),(LREM),(LR),(RES),(RN),(RE,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,11,206.6521987915039,1,(DLF),(DLF),,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,12,224.78125,1,Résultats,Résultats,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,13,232.28125,1,(https://ww,(https://ww,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,14,239.78125,1,w.resultats-,w.resultats-,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,15,247.2437540690104,3,elections.int N 3,elections.int,N 3,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,16,251.28125,29,"10 avril 2022 35 132 947 0,56 % 0,77 % 2,28 % 21,95 % 1,75 % 4,63 % 27,85 % 4,78 % 3,13 % 2,06 % 23,15 % 7,07",10 avril 2022 35 132 947,"0,56 %","0,77 %","2,28 %","21,95 %","1,75 % 4,63 % 27,85 %","4,78 %","3,13 %","2,06 %","23,15 %","7,07",,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,17,254.78125762939453,1,erieur.gouv.,erieur.gouv.,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,18,262.28125,1,fr/presidenti,fr/presidenti,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,19,269.78125,1,elle-2022/F,elle-2022/F,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,20,277.28125,1,E.html),E.html),,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,21,289.22499084472656,10,Arrêt de publication des sondages en France (9 avril 2022).,Arrêt de publication des sondages en France (9 avril 2022).,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,22,300.78125,2,Ipsos (htt,Ipsos (htt,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,23,308.28125,1,p://www.co,p://www.co,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,24,315.78125,1,mmission-d,mmission-d,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,25,323.28125,1,es-sondage,es-sondage,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,26,330.78125,1,s.fr/notices/f,s.fr/notices/f,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,27,338.28125,1,iles/notices/,iles/notices/,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,28,345.78125,1,2022/avril/9,2022/avril/9,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,29,353.28125,28,"568-ipsos-l 8 avril 7 321 0,5 % 1 % 3 % 17,5 % 2 % 5 % 26,5 % 8,5 % 2 % 2,5 % 22,5 % 9",568-ipsos-l,8 avril,7 321,"0,5 %",1 %,3 %,"17,5 %",2 %,5 %,"26,5 %","8,5 %",2 %,"2,5 %","22,5 %",9,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,30,360.78125,1,e-monde-int,e-monde-int,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,31,368.28125,1,ention-de-v,ention-de-v,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,32,375.78125,1,ote-preside,ote-preside,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,33,383.28125,1,ntielle-1er-t,ntielle-1er-t,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,34,390.78125,1,our-le-8-avri,our-le-8-avri,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,35,398.28125,1,l-11h-du-soi,l-11h-du-soi,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,36,405.78125,1,r.pdf),r.pdf),,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,37,418.78125,1,Harris,Harris,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,38,426.28125,1,Interractive,Interractive,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,39,433.78125,1,(http://www.,(http://www.,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,40,441.28125,1,commission,commission,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,41,448.78125,1,-des-sonda,-des-sonda,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,42,456.28125,1,ges.fr/notic,ges.fr/notic,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,43,460.28125,27,"7-8 avril 2 113 0,5 % 1 % 2,5 % 18 % 2 % 4,5 % 27 % 8 % 2 % 2 % 24 % 8,5",7-8 avril,2 113,"0,5 %",1 %,"2,5 %",18 %,2 %,"4,5 %",27 %,8 %,2 %,2 %,24 %,"8,5",,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,44,463.78125,1,es/files/noti,es/files/noti,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,45,471.28125,1,ces/2022/av,ces/2022/av,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,46,478.78125,1,ril/9561-harr,ril/9561-harr,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,47,486.28125,1,is-interactiv,is-interactiv,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,48,493.78125,1,e-challenge,e-challenge,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,49,501.28125,1,s-v41.pdf),s-v41.pdf),,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,50,514.28125,2,Elabe (htt,Elabe (htt,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,51,521.78125,1,p://www.co,p://www.co,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,52,529.28125,1,mmission-d,mmission-d,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,53,536.78125,1,es-sondage,es-sondage,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,54,544.28125,1,s.fr/notices/f,s.fr/notices/f,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,55,548.28125,27,"7-8 avril 1 801 0,5 % 1 % 2,5 % 17,5 % 2 % 4 % 26 % 8 % 2,5 % 2,5 % 25 % 8,5",7-8 avril,1 801,"0,5 %",1 %,"2,5 %","17,5 %",2 %,4 %,26 %,8 %,"2,5 %","2,5 %",25 %,"8,5",,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,56,551.78125,1,iles/notices/,iles/notices/,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,57,559.28125,1,2022/avril/9,2022/avril/9,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,58,566.78125,1,564-elabe-b,564-elabe-b,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,59,574.28125,1,fmtv-le-08-0,fmtv-le-08-0,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,60,581.78125,1,4.pdf),4.pdf),,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,61,595.28125,2,Cluster 17,Cluster 17,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,62,602.78125,1,(https://clust,(https://clust,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,63,610.28125,1,er17.com/w,er17.com/w,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,64,617.78125,1,p-content/u,p-content/u,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,65,625.28125,1,ploads/202,ploads/202,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,66,632.78125,1,2/04/20220,2/04/20220,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,67,636.28125,27,"6-8 avril 3 097 0,5 % 1 % 2,5 % 18 % 2 % 4 % 26 % 9,5 % 3 % 3 % 21 % 9,5",6-8 avril,3 097,"0,5 %",1 %,"2,5 %",18 %,2 %,4 %,26 %,"9,5 %",3 %,3 %,21 %,"9,5",,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,68,640.28125,1,408_Cluster,408_Cluster,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,69,647.78125,1,17_Rolling_,17_Rolling_,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,70,655.28125,1,hebdomada,hebdomada,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,71,662.78125,1,ire_Notice_t,ire_Notice_t,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,72,670.28125,1,echnique_P,echnique_P,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,73,677.78125,1,ublique.pdf),ublique.pdf),,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,74,690.78125,2,BVA (http://,BVA (http://,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,75,698.28125,1,www.commi,www.commi,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,76,705.78125,1,ssion-des-s,ssion-des-s,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,3,77,713.28125,1,ondages.fr/,ondages.fr/,,,,,,,,,,,,,,,
