source_pdf,source_sha256,page,block,line,x0,y0,x1,y1,text
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,7,3,41.0,232.37109375,414.81097412109375,241.23046875,"d'intentions de vote, l'incertitude est de 1,8 points pour un niveau de confiance de 95 %. Il y a donc 95 % de chance"
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,7,4,41.0,242.87109375,292.125,251.73046875,"que son score soit compris entre 8,2 et 11,8 % (respectivement 88,2–91,8 %) ."
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,8,0,41.0,261.37109375,414.8072509765625,270.23046875,La base de comparaison doit être cohérente : il faut soit donner le pourcentage par rapport à l'effectif total y compris
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,8,1,41.0,272.37109375,414.8072509765625,281.23046875,"abstention, blanc et NSPP, soit N doit être limité aux intentions de vote pour un candidat quand l'on veut que la"
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,8,2,41.0,282.87109375,414.80828857421875,291.73046875,"somme des scores fasse 100 % comme ci-dessous. Par exemple à 25 % d'abstention, 1 000 sondés ne correspondent"
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,8,3,41.0,293.37109375,274.9040222167969,302.23046875,"qu'à 750 exprimés pour un candidat, ce qui monte l'incertitude à ± 3,6 %."
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,9,0,41.0,312.37109375,554.9973754882812,321.23046875,"Les intervalles de confiances publiés sont généralement ceux donnés par la méthode dite aléatoire, ceux de la méthode des quotas n'étant pas calculables. Il est"
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,9,1,41.0,322.87109375,467.484375,331.73046875,cependant généralement admis que la marge d’erreur des sondages par quotas est égale ou inférieure à celle des sondages aléatoires .
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,10,0,41.0,375.37109375,155.0172576904297,384.23046875,« Grande inconnue » des sondeurs
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,10,1,164.53125,375.37109375,555.0079956054688,384.23046875,", la participation est estimée entre 62 et 67 %, contre 47 % en 2022 , près de 2/3 des Français interrogés se déclarant"
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,10,2,41.0,385.87109375,542.2677001953125,394.73046875,"« certains d’aller voter » , 9% déplaçant même leur départ en vacances, dont 19% des 18-24 ans . Si elle approchait 70% ce serait un plus haut depuis 1978."
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,11,0,41.0,404.87109375,555.0172119140625,413.73046875,"Les sondages des européennes avaient eu du mal à l'estimer, Ipsos tablant sur 45 % , alors qu'elle est montée à 51,5 %, plus haut depuis 30 ans , bien qu'à 38 %"
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,11,1,41.0,415.37109375,192.875,424.23046875,chez les 18-24 ans et 42 % chez les 25-34 ans .
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,12,0,41.0,433.87109375,149.79656982421875,442.73046875,Depuis le milieu des années 2010
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,12,1,156.6953125,433.87109375,361.01556396484375,442.73046875,", la certitude d'aller voter est mesurée sur une échelle de 1 à 10"
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,12,2,367.9140625,433.87109375,554.9962768554688,442.73046875,", permettant aux sondés de manifester l'incertitude de leur"
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,12,3,41.0,444.87109375,54.7760009765625,453.73046875,vote
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,12,4,61.671875,444.87109375,337.69427490234375,453.73046875,", seule l'intention des ""certains"" de voter étant intégrée dans les tableaux de résultats"
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,12,5,353.359375,444.87109375,554.998046875,453.73046875,. Le biais le plus souvent évoqué est de « sous-représenter un
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,12,6,41.0,455.37109375,399.0504150390625,464.23046875,"électorat moins politisé et moins informé, généralement plus jeune, qui ne se décidera qu’au dernier moment »"
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,12,7,414.953125,455.37109375,555.0130004882812,464.23046875,", situé « essentiellement dans les catégories"
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,12,8,41.0,465.87109375,81.20098876953125,474.73046875,populaires »
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,12,9,88.1015625,465.87109375,554.994140625,474.73046875," avec trois années de suite des résultats finaux montrant une marge d'erreur sous-évaluée, les écarts constatés aux européennes de 2019, puis"
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,12,10,41.0,476.87109375,312.6796875,485.73046875,"amplifiés aux régionales de 2021, et devenant spectaculaires à la présidentielle 2022."
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,13,0,41.0,529.37109375,554.9987182617188,538.23046875,"Une proportion élevée d'électeurs se dit « certaine » de voter mais sans exprimer ou dévoiler encore d'intention, selon plusieurs sondeurs. L'avant-veille du"
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,13,1,41.0,539.87109375,346.1817626953125,548.73046875,"scrutin, elle s'élevait à 18 % des certains d'aller voter chez chez les instituts de sondage Odoxa"
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,13,2,353.0859375,539.87109375,402.85107421875,548.73046875, et Opinionway
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,13,3,409.75,539.87109375,483.70587158203125,548.73046875,", et de 12% chez Elabe"
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,13,4,490.6015625,539.87109375,555.0081176757812,548.73046875, contre 8 % après la
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,13,5,41.0,550.87109375,178.32472229003906,559.73046875,dissolution Elabe et 9 % pour Opinionway
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,13,6,185.2265625,550.87109375,555.0020751953125,559.73046875,". Selon Vincent Tiberj, professeur de sciences politiques à Bordeaux, le « choix d’avoir investi des socialistes dans"
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,13,7,41.0,561.37109375,555.0084838867188,570.23046875,"de nombreuses circonscriptions gagnables mais perdues en 2022 » et au total 30 % du total des candidats NFP, vise cet électorat sur la réserve et un meilleur"
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,13,8,41.0,571.87109375,454.58380126953125,580.73046875,"report de voix au second tour qu’avec l'étiquette LFI (40 % des candidats NFP, Les Écologistes en ayant 20 % et le PCF 9 %)"
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,13,9,461.484375,571.87109375,555.0205078125,580.73046875,", car 92 circonscriptions-clés"
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,13,10,41.0,582.87109375,223.2960205078125,591.73046875,s'étaient jouées en 2022 par moins de 1 000 votes d’écart
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,13,11,230.1796875,582.87109375,232.1796875,591.73046875,.
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,14,0,41.0,635.37109375,555.0131225585938,644.23046875,"Une élection triangulaire désigne les cas où trois candidats peuvent se maintenir et le font, avec 12,5% des inscrits. Les sondeurs en ont d'abord prévu plus d'une"
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,14,1,41.0,645.87109375,501.8166809082031,654.73046875,"centaine puis jusqu'à 250, la participation étant prévue de plus haut au cours de la campagne électorale jusqu'à « au plus haut depuis 25 ans »"
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,14,2,508.71875,645.87109375,555.0189208984375,654.73046875, ce qui accroît
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,14,3,41.0,656.37109375,144.7476806640625,665.23046875,« mécaniquement » leur nombre
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,14,4,151.6484375,656.37109375,532.49365234375,665.23046875,", la clé du vote se trouvant alors « peut-être dans le nombre de désistements, même en cas de triangulaires théoriques »"
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,14,5,539.3984375,656.37109375,555.0067749023438,665.23046875,. Les
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,14,6,41.0,667.37109375,344.02703857421875,676.23046875,« figures du Nouveau Front populaire » y ont appelé dans les cas de victoire potentielle du RN
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,14,7,350.9296875,667.37109375,555.0200805664062,676.23046875,". L'avant-veille du scrutin, Brice Teinturier, d'IPSOS, avertissait"
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,14,8,41.0,677.87109375,433.4991149902344,686.73046875,"que cette plus forte participation peut produire des élus de premier tour, à un niveau inconnu ""depuis longtemps"""
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,14,9,440.3984375,677.87109375,554.999267578125,686.73046875,", mais aussi ""jusqu'à environ 250"
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,14,10,41.0,688.37109375,84.2560043334961,697.23046875,"triangulaires"""
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,14,11,91.1484375,688.37109375,166.24444580078125,697.23046875, soit un nouveau record
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,14,12,173.140625,688.37109375,253.3486328125,697.23046875,", dépassant celui de 1997"
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,14,13,260.2421875,688.37109375,547.5234375,697.23046875,. Le moindre nombre de candidatures qu'en 2022 contribue au pronostic de triangulaires .
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,15,0,41.0,707.37109375,426.83935546875,716.23046875,"Une centaine de triangulaires théoriques avaient émergé aux législatives de 1997, avant des accords d'entre-deux-tours"
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,15,1,433.734375,707.37109375,555.0013427734375,716.23046875," les ramenant à 79 triangulaires, dont"
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,15,2,41.0,717.87109375,122.23922729492188,726.73046875,76 avec le Front national
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,15,3,129.1328125,717.87109375,274.1366271972656,726.73046875,". C'était 8 en 2022, une en 2017, 34 en 2012"
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,15,4,281.0390625,717.87109375,328.0648193359375,726.73046875, et 41 en 2002
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,15,5,334.96875,717.87109375,555.0150756835938,726.73046875,". Selon Odoxa, dans un contexte de crise aiguë causée par l'alliance"
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,15,6,41.0,728.37109375,367.6850280761719,737.23046875,"Ciotti-RN et de sondages médiocres pour le parti du président, il y a 120 à 170 triangulaires à prévoir"
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,15,7,374.5859375,728.37109375,554.9973754882812,737.23046875,", rendant les projections périlleuses et permettant au RN"
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,15,8,41.0,739.37109375,340.7989501953125,748.23046875,de « bénéficier de la division des électeurs qui ne veulent pas » de l'extrême droite au pouvoir
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,15,9,347.6875,739.37109375,349.6875,748.23046875,.
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,16,0,405.0703125,125.796875,414.07501220703125,132.88436889648438,"1, 2"
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,17,0,41.0,176.806640625,281.0,190.095703125,Intervalle de confiance des instituts de sondage
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,18,0,286.921875,239.796875,290.12188720703125,246.88436889648438,3
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,19,0,462.28125,319.796875,465.48126220703125,326.8843688964844,4
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,20,0,41.0,351.806640625,223.68798828125,365.095703125,Estimation du taux de participation
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,21,0,155.5234375,372.296875,164.5281219482422,379.3843688964844,"5, 6"
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,21,1,390.5,372.296875,393.70001220703125,379.3843688964844,6
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,22,0,119.6875,382.796875,122.88749694824219,389.8843688964844,6
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,22,1,349.9765625,382.796875,353.17657470703125,389.8843688964844,7
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,23,0,307.9765625,401.796875,311.17657470703125,408.8843688964844,8
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,23,1,500.171875,401.796875,503.37188720703125,408.8843688964844,9
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,24,0,187.671875,412.296875,190.8718719482422,419.3843688964844,5
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,25,0,150.296875,430.796875,156.6960906982422,437.8843688964844,10
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,25,1,361.515625,430.796875,367.91485595703125,437.8843688964844,10
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,26,0,55.2734375,441.796875,61.67265701293945,448.8843688964844,10
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,26,1,338.1953125,441.796875,353.36016845703125,448.8843688964844,"11, 12"
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,27,0,399.5546875,452.296875,414.95391845703125,459.3843688964844,"13, 12"
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,28,0,81.703125,462.796875,88.10234069824219,469.8843688964844,14
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,29,0,41.0,505.806640625,242.40640258789062,519.095703125,Électeurs certains de voter mais indécis
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,30,0,346.6875,536.796875,353.08673095703125,543.8843994140625,15
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,30,1,403.3515625,536.796875,409.75079345703125,543.8843994140625,16
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,30,2,484.203125,536.796875,490.60235595703125,543.8843994140625,17
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,31,0,178.828125,547.796875,185.2273406982422,554.8843994140625,18
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,32,0,455.0859375,568.796875,461.48516845703125,575.8843994140625,19
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,33,0,223.78125,579.796875,230.1804656982422,586.8843994140625,20
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,34,0,41.0,611.806640625,301.5780334472656,625.095703125,Prévisions des sondeurs sur 100 à 250 triangulaires
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,35,0,502.3203125,642.796875,508.71954345703125,649.8843994140625,21
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,36,0,145.25,653.296875,151.6492156982422,660.3843994140625,22
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,36,1,533.0,653.296875,539.3992309570312,660.3843994140625,23
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,37,0,344.53125,664.296875,350.93048095703125,671.3843994140625,23
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,38,0,434.0,674.796875,440.39923095703125,681.8843994140625,24
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,39,0,84.75,685.296875,91.14921569824219,692.3843994140625,22
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,39,1,166.7421875,685.296875,173.1414031982422,692.3843994140625,25
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,39,2,253.84375,685.296875,260.24298095703125,692.3843994140625,25
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,39,3,542.3203125,685.296875,545.5203247070312,692.3843994140625,7
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,40,0,427.3359375,704.296875,433.73516845703125,711.3843994140625,26
